tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Biomedical,1270,University of Maryland,Sherrie,Lee,Tennessee,2667008,1,poor,TEACHER,PROFESSOR,1.0
Communication,1270,University of Maryland,J,,Tenney,1085011,8,good,TEACHER,PROFESSOR,3.9
Mathematics,1270,University of Maryland,Colleen,,Terpos,1287381,14,average,TEACHER,PROFESSOR,2.7
Mathematics,1270,University of Maryland,Caroline,,Terry,2250231,1,poor,TEACHER,PROFESSOR,2.0
Journalism,1270,University of Maryland,Janet,,Terry,2658839,1,poor,TEACHER,PROFESSOR,2.0
Philosophy,1270,University of Maryland,Michael,,Tetzlaff,884816,4,average,TEACHER,PROFESSOR,2.6
Anthropology,1270,University of Maryland,Gail,,Thakur,1285563,5,average,TEACHER,PROFESSOR,3.2
Mechanical Engineering,1270,University of Maryland,C,,Thamire,972968,17,good,TEACHER,PROFESSOR,3.9
English,1270,University of Maryland,Eric,,Thiel,2149691,3,good,TEACHER,PROFESSOR,4.0
Family Studies,1270,University of Maryland,Marie,,Thoma,2352945,2,good,TEACHER,PROFESSOR,4.5
Anthropology,1270,University of Maryland,Matthew,,Thomann,2644142,1,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Damion,,Thomas,1067131,12,good,TEACHER,PROFESSOR,3.7
English,1270,University of Maryland,Martha,,Thomas,2240791,1,good,TEACHER,PROFESSOR,4.0
African-American Studies,1270,University of Maryland,Erika,,Thompson,1444496,1,poor,TEACHER,PROFESSOR,1.0
Sociology,1270,University of Maryland,Willie,,Thompson,2045927,2,good,TEACHER,PROFESSOR,3.5
Business,1270,University of Maryland,Le-Marie,,Thompson,2329984,8,average,TEACHER,PROFESSOR,2.6
Astronomy,1270,University of Maryland,Erin,,Thomson,2697652,2,average,TEACHER,PROFESSOR,3.0
Journalism,1270,University of Maryland,Lee,,Thornton,1094503,1,poor,TEACHER,PROFESSOR,1.0
International Studies,1270,University of Maryland,Patrick,,Thornton,2452246,1,average,TEACHER,PROFESSOR,3.0
Fine Arts,1270,University of Maryland,Jim,,Thorpe,519309,15,good,TEACHER,PROFESSOR,4.6
Sociology,1270,University of Maryland,Perry,,Threlfall,1962602,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Matthew,D.,Thum,2513112,42,average,TEACHER,PROFESSOR,2.9
Chemistry,1270,University of Maryland,Heather,,Tienson-Tseng,2723800,11,poor,TEACHER,PROFESSOR,1.3
Physics,1270,University of Maryland,Manuel,,Tiglio,1345250,2,poor,TEACHER,PROFESSOR,2.2
Nutrition & Foods,1270,University of Maryland,Rohan,,Tikekar,2688855,1,good,TEACHER,PROFESSOR,5.0
Law,1270,University of Maryland,K,,Soltan,567037,13,average,TEACHER,PROFESSOR,3.2
Government,1270,University of Maryland,Karol,,Soltan,2061997,3,average,TEACHER,PROFESSOR,3.1
Languages,1270,University of Maryland,Delaram,,Soltani,1400737,3,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Alec,,Solway,2339846,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Erich,,Sommerfeldt,2770927,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1270,University of Maryland,Moonyoung,,Song,2414544,5,good,TEACHER,PROFESSOR,4.6
Animal Science,1270,University of Maryland,Jiuzhou,,Song,2495381,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Wenxia,,Song,2703472,1,good,TEACHER,PROFESSOR,5.0
Nutrition & Foods,1270,University of Maryland,Hee-Jung,,Song,2449682,13,good,TEACHER,PROFESSOR,3.6
Women's Studies,1270,University of Maryland,Jeannette,,Soon-Ludes,1851072,2,good,TEACHER,PROFESSOR,5.0
Spanish,1270,University of Maryland,Saul,,Sosnowski,2558418,7,good,TEACHER,PROFESSOR,3.5
Business,1270,University of Maryland,Paul,,Soto,2704298,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,Jon,,Soucy,2562047,1,average,TEACHER,PROFESSOR,3.0
Women's Studies,1270,University of Maryland,Manon,,Soulet,2078983,6,good,TEACHER,PROFESSOR,4.8
Kinesiology,1270,University of Maryland,Espen,,Spangenburg,1070010,4,good,TEACHER,PROFESSOR,4.9
Theater,1270,University of Maryland,Kate,,Spanos,2260103,3,good,TEACHER,PROFESSOR,5.0
Music,1270,University of Maryland,Lowell Richmond,,Sparks,22521,18,average,TEACHER,PROFESSOR,3.2
Education,1270,University of Maryland,Anne,,Spear,2225738,2,good,TEACHER,PROFESSOR,4.5
Music,1270,University of Maryland,Richard,,Spece,1363707,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Colenso,,Speer,2404911,6,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Kelly,,Tracy,2721500,0,zero,TEACHER,PROFESSOR,N/A
Music,1270,University of Maryland,Kathleen,F.,Trahan,2040530,0,zero,TEACHER,PROFESSOR,N/A
Dance,1270,University of Maryland,Lisa,,Traiger,845573,13,average,TEACHER,PROFESSOR,3.4
Social Science,1270,University of Maryland,Lauren,,Trakhman,2642786,9,good,TEACHER,PROFESSOR,4.4
Biology,1270,University of Maryland,Erin,,Tran,2414757,7,good,TEACHER,PROFESSOR,3.6
Art,1270,University of Maryland,Van ngoc,,Tran Nguyen,2723402,13,good,TEACHER,PROFESSOR,4.6
Economics,1270,University of Maryland,M.,,Trandafir,1023369,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1270,University of Maryland,Jim,,Tray,1274728,0,zero,TEACHER,PROFESSOR,N/A
Writing,1270,University of Maryland,Sarah,,Treadwell,1854340,2,poor,TEACHER,PROFESSOR,2.2
Public Policy,1270,University of Maryland,Joannie,,Tremblay-Boire,2701121,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Steven,,Tretter,863732,6,poor,TEACHER,PROFESSOR,1.9
Mathematics,1270,University of Maryland,Rodrigo,,Trevino,2555408,10,poor,TEACHER,PROFESSOR,1.7
Geography,1270,University of Maryland,Simon,,Trigg,933634,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1270,University of Maryland,Sydney,,Triola,2570537,4,poor,TEACHER,PROFESSOR,1.8
Family Studies,1270,University of Maryland,Kerry,,Tripp,950432,20,good,TEACHER,PROFESSOR,3.9
Mathematics,1270,University of Maryland,Konstantina,,Trivisa,263577,4,good,TEACHER,PROFESSOR,3.5
Communication,1270,University of Maryland,Olivia,,Truban,2843517,1,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Scott,,Trudell,1798740,5,average,TEACHER,PROFESSOR,3.1
Mathematics,1270,University of Maryland,Chris,,Truman,883923,14,good,TEACHER,PROFESSOR,4.4
Mathematics,1270,University of Maryland,Kate,,Truman,2336241,8,average,TEACHER,PROFESSOR,2.7
Psychology,1270,University of Maryland,Charles,,Stangor,838883,14,average,TEACHER,PROFESSOR,3.1
English,1270,University of Maryland,Katherine,,Stanutz,2038031,3,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Kaite,,Stanutz,2201134,0,zero,TEACHER,PROFESSOR,N/A
Business,1270,University of Maryland,Evan,,Starr,2144292,5,good,TEACHER,PROFESSOR,4.8
Communication,1270,University of Maryland,Catherine,,Steele,2456176,1,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,Dan,,Steffek,931894,27,poor,TEACHER,PROFESSOR,2.3
Classics,1270,University of Maryland,Eva,,Stehle,532316,10,good,TEACHER,PROFESSOR,4.3
Biology,1270,University of Maryland,Daniel,,Stein,405272,8,good,TEACHER,PROFESSOR,4.2
Biology,1270,University of Maryland,David,,Stein,1403425,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Howard,,Stein,1426606,0,zero,TEACHER,PROFESSOR,N/A
Family Studies,1270,University of Maryland,Julia,,Steinberg,2687671,4,poor,TEACHER,PROFESSOR,1.0
History,1270,University of Maryland,Kyle,,Stelzer,2694265,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Alexey,,Stepanov,2169829,1,poor,TEACHER,PROFESSOR,2.0
Journalism,1270,University of Maryland,Kelly,,Stepno,2247202,7,good,TEACHER,PROFESSOR,3.9
Journalism,1270,University of Maryland,Carl,Sessions,Stepp,2277632,3,good,TEACHER,PROFESSOR,4.7
Jewish Studies,1270,University of Maryland,Moran,,Stern,2127498,6,good,TEACHER,PROFESSOR,3.8
General Business,1270,University of Maryland,Adam,,Steven,2841591,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Lisa,,Stevens,728531,5,good,TEACHER,PROFESSOR,4.9
Economics,1270,University of Maryland,Luminita,L,Stevens,2260747,4,good,TEACHER,PROFESSOR,4.0
Women's Studies,1270,University of Maryland,Cheyenne,,Stevens,2312485,6,average,TEACHER,PROFESSOR,3.2
Biology,1270,University of Maryland,Robert,,Stewart,495211,11,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1270,University of Maryland,Robert,,Stewart,2698360,7,good,TEACHER,PROFESSOR,4.8
Criminal Justice,1270,University of Maryland,Wendy,,Stickle,2336512,3,poor,TEACHER,PROFESSOR,2.0
Communication,1270,University of Maryland,Belinda,,Stillion-Southard,1028736,2,good,TEACHER,PROFESSOR,5.0
Public Policy,1270,University of Maryland,James,,Stillwell,1947440,0,zero,TEACHER,PROFESSOR,N/A
Plant & Soil Science,1270,University of Maryland,Raymond,,Stleger,1243766,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Lenea,,Stocker,1901968,135,good,TEACHER,PROFESSOR,3.5
History,1270,University of Maryland,Greg,,Stoehr,2605796,2,good,TEACHER,PROFESSOR,3.5
Linguistics,1270,University of Maryland,Ilina,,Stojanovska,2045416,3,average,TEACHER,PROFESSOR,3.4
Mathematics,1270,University of Maryland,Angela,,Stoltz,2084715,2,good,TEACHER,PROFESSOR,4.8
Mathematics,1270,University of Maryland,Jacqueline,,Stone,1180561,26,good,TEACHER,PROFESSOR,4.5
Chemistry,1270,University of Maryland,Earl,,Stone,1779653,8,average,TEACHER,PROFESSOR,2.8
Chemistry,1270,University of Maryland,Earle,,Stone,1954378,30,average,TEACHER,PROFESSOR,2.5
Kinesiology,1270,University of Maryland,Eric,,Stone,2514079,10,poor,TEACHER,PROFESSOR,1.3
Women's Studies,1270,University of Maryland,Anna,,Storti,2332832,2,good,TEACHER,PROFESSOR,5.0
Biology,1270,University of Maryland,David,,Straney,950613,20,good,TEACHER,PROFESSOR,4.5
Economics,1270,University of Maryland,John,,Straub,1776602,4,good,TEACHER,PROFESSOR,4.2
Physics,1270,University of Maryland,Jon,,Streets,1570930,1,poor,TEACHER,PROFESSOR,2.0
Science,1270,University of Maryland,Ray,,Stricklin,225424,11,good,TEACHER,PROFESSOR,3.6
Sociology,1270,University of Maryland,Dave,Paul,Strohecker,1680355,30,good,TEACHER,PROFESSOR,3.7
Art,1270,University of Maryland,Justin,,Strom,1725141,3,good,TEACHER,PROFESSOR,4.2
English,1270,University of Maryland,Gerry,,Strumpf,2320273,10,good,TEACHER,PROFESSOR,4.2
Anthropology,1270,University of Maryland,William,,Stuart,289574,37,average,TEACHER,PROFESSOR,2.6
Geography,1270,University of Maryland,Quentin,,Stubbs,2458221,2,poor,TEACHER,PROFESSOR,1.0
Business,1270,University of Maryland,Erich,,Studer-Ellis,487449,114,good,TEACHER,PROFESSOR,4.7
Psychology,1270,University of Maryland,Brandi,,Stupica,1670070,1,good,TEACHER,PROFESSOR,4.5
Communication,1270,University of Maryland,Shelby,,Sturm,2660182,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Meridith,,Styer,1965978,14,average,TEACHER,PROFESSOR,3.0
Business,1270,University of Maryland,Gerald,,Suarez,2263660,6,good,TEACHER,PROFESSOR,4.5
Accounting,1270,University of Maryland,Musa,,Subasi,2171298,8,good,TEACHER,PROFESSOR,4.0
Biology,1270,University of Maryland,Sergei,,Sukharev,1038776,2,average,TEACHER,PROFESSOR,2.5
Landscape Architecture & Regional Planning,1270,University of Maryland,Jack,,Sullivan,226419,10,good,TEACHER,PROFESSOR,3.8
Science,1270,University of Maryland,Joe,,Sullivan,780610,2,good,TEACHER,PROFESSOR,4.2
Education,1270,University of Maryland,Natalie,,Sullivan,2492348,1,average,TEACHER,PROFESSOR,3.0
Physics,1270,University of Maryland,Gregory,,Sullivan,2542624,2,good,TEACHER,PROFESSOR,5.0
History,1270,University of Maryland,Jon,,Sumida,900706,17,good,TEACHER,PROFESSOR,4.7
Journalism,1270,University of Maryland,Lamonte,,Summers,2652113,3,poor,TEACHER,PROFESSOR,1.7
Engineering,1270,University of Maryland,Nidak,,Sumrean,2163884,0,zero,TEACHER,PROFESSOR,N/A
Geography,1270,University of Maryland,Laixiang,,Sun,2481494,3,average,TEACHER,PROFESSOR,3.3
Journalism,1270,University of Maryland,Robin,,Sundaramoorthy,2660950,3,good,TEACHER,PROFESSOR,5.0
History,1270,University of Maryland,Mary Kay,,Vaughan,1365265,1,poor,TEACHER,PROFESSOR,1.5
Chemistry,1270,University of Maryland,Andrei,,Vedernikov,909662,26,average,TEACHER,PROFESSOR,3.5
Philosophy,1270,University of Maryland,Benedicte,,Veillet,943654,5,good,TEACHER,PROFESSOR,4.1
Astronomy,1270,University of Maryland,Sylvain,,Veilleux,2305624,5,good,TEACHER,PROFESSOR,4.2
Criminal Justice,1270,University of Maryland,Maria,,Velez,2407497,2,good,TEACHER,PROFESSOR,4.5
Art History,1270,University of Maryland,Marjorie,,Venit,532311,16,good,TEACHER,PROFESSOR,3.8
English,1270,University of Maryland,Nancy,,Vera,2342833,12,poor,TEACHER,PROFESSOR,1.1
Languages,1270,University of Maryland,Pierre,,Verdaguer,776891,4,good,TEACHER,PROFESSOR,4.6
Economics,1270,University of Maryland,Satyendra,,Verma,2147783,21,average,TEACHER,PROFESSOR,3.1
Communication,1270,University of Maryland,Sarah,,Vick,2548009,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Jeannette,,Viens,2438835,3,good,TEACHER,PROFESSOR,4.0
Political Science,1270,University of Maryland,Lois,,Vietri,344375,39,average,TEACHER,PROFESSOR,3.2
Anthropology,1270,University of Maryland,Miguel,,Vilar,2501068,0,zero,TEACHER,PROFESSOR,N/A
History,1270,University of Maryland,Stefano,,Villani,1573195,3,average,TEACHER,PROFESSOR,3.1
Economics,1270,University of Maryland,Daniel,,Vincent,838389,13,good,TEACHER,PROFESSOR,3.6
Information Science,1270,University of Maryland,Jessica,,Vitak,2175715,8,good,TEACHER,PROFESSOR,3.9
Economics,1270,University of Maryland,Razvan,,Vlaicu,1285777,2,good,TEACHER,PROFESSOR,4.8
Astronomy,1270,University of Maryland,Stuart,,Vogel,950611,10,good,TEACHER,PROFESSOR,3.5
Public Policy,1270,University of Maryland,Kathleen,,Vogel,2502884,1,good,TEACHER,PROFESSOR,4.0
Agriculture,1270,University of Maryland,Daniel,,Voica,2103046,1,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Anara,,Tabyshalieva,2240557,2,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Julie,,Taddeo,994362,11,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Fatima,,Taha,2378763,1,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1270,University of Maryland,Sarah,,Tahamont,2236416,14,poor,TEACHER,PROFESSOR,1.7
Environmental Science,1270,University of Maryland,P,,Tamboli,1129265,2,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Harry,,Tamvakis,2269711,3,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,Guojing,,Tang,775181,3,average,TEACHER,PROFESSOR,2.8
Economics,1270,University of Maryland,John,,Tang,1365013,1,average,TEACHER,PROFESSOR,3.0
History,1270,University of Maryland,Kerry,,Tanner,2609831,2,good,TEACHER,PROFESSOR,4.5
Sociology,1270,University of Maryland,Cagri,,Tanyol,1148146,4,average,TEACHER,PROFESSOR,2.8
Bioengineering,1270,University of Maryland,Yang,,Tao,1655541,3,poor,TEACHER,PROFESSOR,1.9
Finance,1270,University of Maryland,Mark,,Taranto,2227882,2,good,TEACHER,PROFESSOR,3.5
Physics,1270,University of Maryland,Darayash,,Tata,1732792,3,poor,TEACHER,PROFESSOR,2.3
Information Science,1270,University of Maryland,Yla,,Tausczik,2200475,3,good,TEACHER,PROFESSOR,3.7
English,1270,University of Maryland,Jesse,,Taylor,1662118,2,good,TEACHER,PROFESSOR,4.8
Management,1270,University of Maryland,Mary,Susan,Taylor,2346900,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1270,University of Maryland,Natalia,,Tchetcherina,2235846,8,average,TEACHER,PROFESSOR,2.7
Mathematics,1270,University of Maryland,Ian,Gershon,Teixeira,2815501,0,zero,TEACHER,PROFESSOR,N/A
French,1270,University of Maryland,Katherine,,Tek,1378243,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Adam,,Telatovich,2431068,9,average,TEACHER,PROFESSOR,2.9
Government,1270,University of Maryland,Sibley,,Telhami,1287955,3,average,TEACHER,PROFESSOR,3.0
Computer Science,1270,University of Maryland,Mohammad Nayeem,,Teli,2446984,9,good,TEACHER,PROFESSOR,3.7
Psychology,1270,University of Maryland,Nadya,,Teneva,2521616,0,zero,TEACHER,PROFESSOR,N/A
Biomedical,1270,University of Maryland,Sherrie,Lee,Tennessee,2667008,1,poor,TEACHER,PROFESSOR,1.0
Communication,1270,University of Maryland,J,,Tenney,1085011,8,good,TEACHER,PROFESSOR,3.9
Mathematics,1270,University of Maryland,Colleen,,Terpos,1287381,16,average,TEACHER,PROFESSOR,2.7
Mathematics,1270,University of Maryland,Caroline,,Terry,2250231,1,poor,TEACHER,PROFESSOR,2.0
Journalism,1270,University of Maryland,Janet,,Terry,2658839,1,poor,TEACHER,PROFESSOR,2.0
Philosophy,1270,University of Maryland,Michael,,Tetzlaff,884816,4,average,TEACHER,PROFESSOR,2.6
Anthropology,1270,University of Maryland,Gail,,Thakur,1285563,5,average,TEACHER,PROFESSOR,3.2
Mechanical Engineering,1270,University of Maryland,C,,Thamire,972968,18,good,TEACHER,PROFESSOR,3.8
English,1270,University of Maryland,Eric,,Thiel,2149691,3,good,TEACHER,PROFESSOR,4.0
Family Studies,1270,University of Maryland,Marie,,Thoma,2352945,2,good,TEACHER,PROFESSOR,4.5
Anthropology,1270,University of Maryland,Matthew,,Thomann,2644142,1,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Damion,,Thomas,1067131,12,good,TEACHER,PROFESSOR,3.7
English,1270,University of Maryland,Martha,,Thomas,2240791,1,good,TEACHER,PROFESSOR,4.0
Business,1270,University of Maryland,Roy,,Thomason,2769331,0,zero,TEACHER,PROFESSOR,N/A
African-American Studies,1270,University of Maryland,Erika,,Thompson,1444496,1,poor,TEACHER,PROFESSOR,1.0
Sociology,1270,University of Maryland,Willie,,Thompson,2045927,2,good,TEACHER,PROFESSOR,3.5
Business,1270,University of Maryland,Le-Marie,,Thompson,2329984,9,poor,TEACHER,PROFESSOR,2.4
Astronomy,1270,University of Maryland,Erin,,Thomson,2697652,2,average,TEACHER,PROFESSOR,3.0
Journalism,1270,University of Maryland,Lee,,Thornton,1094503,1,poor,TEACHER,PROFESSOR,1.0
International Studies,1270,University of Maryland,Patrick,,Thornton,2452246,1,average,TEACHER,PROFESSOR,3.0
Fine Arts,1270,University of Maryland,Jim,,Thorpe,519309,15,good,TEACHER,PROFESSOR,4.6
Sociology,1270,University of Maryland,Perry,,Threlfall,1962602,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Matthew,D.,Thum,2513112,42,average,TEACHER,PROFESSOR,2.9
Chemistry,1270,University of Maryland,Heather,,Tienson-Tseng,2723800,22,poor,TEACHER,PROFESSOR,1.1
Physics,1270,University of Maryland,Manuel,,Tiglio,1345250,2,poor,TEACHER,PROFESSOR,2.2
Nutrition & Foods,1270,University of Maryland,Rohan,,Tikekar,2688855,1,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,William,,Tilburg,2806104,0,zero,TEACHER,PROFESSOR,N/A
Environmental Science,1270,University of Maryland,David R,,Tilley,1067297,4,average,TEACHER,PROFESSOR,2.6
Communication,1270,University of Maryland,Claire,,Tills,2134338,4,good,TEACHER,PROFESSOR,5.0
Government,1270,University of Maryland,Vladimir,,Tismaneanu,2379024,2,good,TEACHER,PROFESSOR,5.0
Engineering,1270,University of Maryland,Andre,,Tits,17871,18,good,TEACHER,PROFESSOR,4.4
Mechanical Engineering,1270,University of Maryland,Ratnesh,,Tiwari,2801192,0,zero,TEACHER,PROFESSOR,N/A
Agriculture,1270,University of Maryland,Vijay,,Tiwari,2801744,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Pratyush,,Tiwary,2404933,3,good,TEACHER,PROFESSOR,4.3
Landscape Architecture & Regional Planning,1270,University of Maryland,Allison,,Tjaden,2446408,3,good,TEACHER,PROFESSOR,4.7
Music,1270,University of Maryland,Nick,,Tochka,2256960,1,poor,TEACHER,PROFESSOR,1.0
Writing,1270,University of Maryland,David ,,Todd,2046765,11,average,TEACHER,PROFESSOR,2.9
Information Science,1270,University of Maryland,Jean,Paul,Togbe,2548066,3,average,TEACHER,PROFESSOR,2.7
Public Health,1270,University of Maryland,Lisa,,Tolchin,2498537,0,zero,TEACHER,PROFESSOR,N/A
Science Technology & Society,1270,University of Maryland,David,,Tomblin,2362998,2,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Tracy,,Tomlinson,1516376,54,average,TEACHER,PROFESSOR,3.2
Physics,1270,University of Maryland,S,,Tonwar,1092360,2,good,TEACHER,PROFESSOR,4.2
Biology,1270,University of Maryland,Ashley,Nazario,Toole,2328901,1,good,TEACHER,PROFESSOR,5.0
